"Item type","Authors","Title","Journal","Publication year","Volume","Issue","Pages","Edition","Publisher","Address","Proceedings title","Conference location","Date published","ISBN","ISSN","URLs","DOI","Abstract","Keywords","Notes","Sub-type","Series"
"Conference Paper","Daoudagh S,Lonetti F,Marchetti E","Continuous Development and Testing of Access and Usage Control: A Systematic Literature Review","","2020","","","51–59","","Association for Computing Machinery","New York, NY, USA","Proceedings of the 2020 European Symposium on Software Engineering","Rome, Italy","2020","9781450377621","","https://doi-org.proxy.bnl.lu/10.1145/3393822.3432330;http://dx.doi.org/10.1145/3393822.3432330","10.1145/3393822.3432330","Context: Development and testing of access/usage control systems is a growing research area. With new trends in software development such as DevOps, the development of access/usage control also has to evolve. Objective: The main aim of this paper is to provide an overview of research proposals in the area of continuous development and testing of access and usage control systems. Method: The paper uses a Systematic Literature Review as a research method to define the research questions and answer them following a systematic approach. With the specified search string, 210 studies were retrieved. After applying the inclusion and exclusion criteria in two phases, a final set of 20 primary studies was selected for this review. Results: Results show that primary studies are mostly published in security venues followed by software engineering venues. Furthermore, most of the studies are based on the standard XACML access control language. In addition, a significant portion of the proposals for development and testing is automated with test assessment and generation the most targeted areas. Some general guidelines for leveraging continuous developing and testing of the usage and access control systems inside the DevOps process are also provided.","XACML, Systematic Literature Review, Testing, Access Control, DevOps","","","ESSE 2020"
"Book","Limoncelli TA,Chalup SR,Hogan CJ","The Practice of Cloud System Administration: Designing and Operating Large Distributed Systems, Volume 2","","2014","","","","1st","Addison-Wesley Professional","","","","2014","9780321943187","","","","Theres an incredible amount of depth and thinking in the practicesdescribed here, and its impressive to see it all in one place. Win Treese, coauthor of Designing Systems for Internet Commerce The Practice of Cloud System Administration, Volume 2, focuses on distributed or cloud computing and brings a DevOps/SRE sensibility to the practice of system administration. Unsatisfied with books that cover either design or operations in isolation, the authors created this authoritative reference centered on a comprehensive approach. Case studies and examples from Google, Etsy, Twitter, Facebook, Netflix, Amazon, and other industry giants are explained in practical ways that are useful to all enterprises. The new companion to the best-selling first volume, The Practice of System and Network Administration, Second Edition, this guide offers expert coverage of the following and many other crucial topics: Designing and building modern web and distributed systems Fundamentals of large system design Understand the new software engineering implications of cloud administration Make systems that are resilient to failure and grow and scale dynamically Implement DevOps principles and cultural changes IaaS/PaaS/SaaS and virtual platform selection Operating and running systems using the latest DevOps/SRE strategies Upgrade production systems with zero down-time What and how to automate; how to decide what not to automate On-call best practices that improve uptime Why distributed systems require fundamentally different system administration techniques Identify and resolve resiliency problems before they surprise you Assessingand evaluating your teams operational effectiveness Manage thescientific process of continuous improvement A forty-page, pain-free assessment system you can start using today","","","",""
"Conference Paper","McCarthy MA,Herger LM,Khan SM,Belgodere BM","Composable DevOps: Automated Ontology Based DevOps Maturity Analysis","","2015","","","600–607","","IEEE Computer Society","USA","Proceedings of the 2015 IEEE International Conference on Services Computing","","2015","9781467372817","","https://doi-org.proxy.bnl.lu/10.1109/SCC.2015.87;http://dx.doi.org/10.1109/SCC.2015.87","10.1109/SCC.2015.87","In this era of the emerging digitized, mobilized, and cloudified enterprises, the concept of the ""compos able business"" is the most critical piece which ties everything together. The digital enterprise is here, and its prime characteristic is that is essentially detaches and segregates existing businesses and reassembles them according to market demands. Every industry, from transportation to eyewear is up for disruption, and developers are in the forefront of this movement. In turn, these developers are under intense pressure to accelerate time to market. The compos able enterprise approach requires a reconsideration of traditional models of the entire IT organization. These organization and their processes need to be broken up into components that follow certain key design principles such as The Minimal Functions with least Dependencies, portability, Shared Knowledge, Predictable Contracts and Maximized Human Value. The last three bullet points encapsulate the very definition of DevOps [3]. The concept of better integration between Development and Operations is a valuable objective. The goal is to foster measurable incremental cultural change to derive most overall value out of the union of people, process and technology. But the cultural issues, reward models, and risk allocation create obvious barriers in attaining those goals. The common industry belief is to use the compos able enterprise framework to build a platform using the right tools and you will have attained DevOps nirvana. In this paper we will explore valuable lessons learned from our mistakes in tool centric adoption of IT Infrastructure Library (ITIL) [8]. We will also show how we applied those lessons to develop a lightweight compos able/contextual DevOps framework that learns and measure itself to avoid those cultural pitfalls.","deontic, semantic, maturity, devops, itil, ontology","","","SCC '15"
"Book","Forsgren N,Humble J,Kim G","Accelerate: The Science of Lean Software and DevOps Building and Scaling High Performing Technology Organizations","","2018","","","","1st","IT Revolution Press","","","","2018","9781942788331","","","","Accelerate your organization to win in the marketplace. How can we apply technology to drive business value? For years, we've been told that the performance of software delivery teams doesn't matterthat it can't provide a competitive advantage to our companies. Through four years of groundbreaking research to include data collected from the State of DevOps reports conducted with Puppet, Dr. Nicole Forsgren, Jez Humble, and Gene Kim set out to find a way to measure software delivery performanceand what drives itusing rigorous statistical methods. This book presents both the findings and the science behind that research, making the information accessible for readers to apply in their own organizations. Readers will discover how to measure the performance of their teams, and what capabilities they should invest in to drive higher performance. This book is ideal for management at every level.","","","",""
"Book","Sawhney R","Beginning Azure Functions: Building Scalable and Serverless Apps","","2019","","","","1st","Apress","USA","","","2019","9781484244432","","","","Create highly scalable apps and monitor Azure functions in production using Azure Functions 2.0. This book takes you through durable functions for statefulness and covers not only the basics, but also how to create bindings in durable functions. It is a deep dive into the Azure Functions serverless API and will guide you through the process of converting monolithic applications to use Azure functions. The author starts by giving an overview of serverless architecture and Azure functions along with Azure App Services. You will then learn to create basic Azure functions using the Azure portal and Visual Studio. Next, you will create a serverless API using Azure Functions and migrate an existing application to Azure Functions. Finally, you will deploy an Azure function and monitor it in production. Here you will deploy the Azure function using ARM templates and secure and configure CORS for Azure functions. After reading this book, you will be able to understand Azure functions and create them using the Azure portal and Visual Studio. What You Will Learn Understand and use triggers and bindings in an Azure function Create a serverless API using Azure Functions and OpenAPI Deploy an Azure function and monitor it in production Understand durable Azure functions, including scalability, disaster recovery, and geo-distribution Who This Book Is ForDevelopers who want to get started with Azure Functions. DevOps will also find value in the guidance for deploying and monitoring functions.","","","",""
"Conference Paper","Islam MS,Pourmajidi W,Zhang L,Steinbacher J,Erwin T,Miranskyy A","Anomaly Detection in a Large-Scale Cloud Platform","","2021","","","150–159","","IEEE Press","Virtual Event, Spain","Proceedings of the 43rd International Conference on Software Engineering: Software Engineering in Practice","","2021","9780738146690","","https://doi-org.proxy.bnl.lu/10.1109/ICSE-SEIP52600.2021.00024;http://dx.doi.org/10.1109/ICSE-SEIP52600.2021.00024","10.1109/ICSE-SEIP52600.2021.00024","Cloud computing is ubiquitous: more and more companies are moving the workloads into the Cloud. However, this rise in popularity challenges Cloud service providers, as they need to monitor the quality of their ever-growing offerings effectively. To address the challenge, we designed and implemented an automated monitoring system for the IBM Cloud Platform. This monitoring system utilizes deep learning neural networks to detect anomalies in near-real-time in multiple Platform components simultaneously.After running the system for a year, we observed that the proposed solution frees the DevOps team's time and human resources from manually monitoring thousands of Cloud components. Moreover, it increases customer satisfaction by reducing the risk of Cloud outages.In this paper, we share our solutions' architecture, implementation notes, and best practices that emerged while evolving the monitoring system. They can be leveraged by other researchers and practitioners to build anomaly detectors for complex systems.","","","","ICSE-SEIP '21"
"Conference Paper","Kontogiannis K,Amyot D,Mylopoulos J","Software Techniques for Engineering Cyber-Physical Systems","","2021","","","289–290","","IBM Corp.","USA","Proceedings of the 31st Annual International Conference on Computer Science and Software Engineering","Toronto, Canada","2021","","","","","Cyber-Physical Systems (CPSs) refer to systems comprising software components, physical components, and social entities which monitor, control, and coordinate processes within a physical environment. CPSs apply to a wide range of mission-critical applications that span from the intelligent management of logistics in complex supply chains, advanced manufacturing systems, and smart contracts, all the way to autonomous systems, and systems that support the smart interactions between humans and machines (M2H), or between machines (M2M). In this respect, the engineering of CPSs goes beyond existing Software Engineering concepts, tools, and techniques because of the very nature of CPSs that spans three realms (cyber, physical, social) and therefore needs to address requirements that span these realms. During the workshop, the participants discussed and debated techniques and directions in six main thematic areas on engineering Cyber-Physical Systems. These thematic areas deal with specification and modeling, DevOps processes for CPSs, data management and analytics, infrastructure and event handling, run-time adaptivity, and finally security, trust, and traceability.","process metrics, software repositories, fault-proneness prediction, continuous software engineering","","","CASCON '21"
"Journal Article","Ali N,Daneth H,Hong J","A Hybrid DevOps Process Supporting Software Reuse: A Pilot Project","J. Softw. Evol. Process","2020","32","7","","","John Wiley & Sons, Inc.","USA","","","2020-07","","2047-7473","https://doi-org.proxy.bnl.lu/10.1002/smr.2248;http://dx.doi.org/10.1002/smr.2248","10.1002/smr.2248","Large software development organizations manage reusable software components through a reusable software repository in order to reduce development time and cost and to improve software quality and productivity. This paper presents a hybrid DevOps process with a systematic reuse‐based software development and management process to reduce the effort and cost required for the rework and to increase productivity. The proposed approach promotes the systematic reuse of software components based on both information retrieval and ontology‐based retrieval techniques. The reusable assets are presented in different styles to ease and support the reuse process with fine‐grained reusable artifacts. To evaluate our proposed process, a pilot project, aiming to monitor the health of a patient, was developed and monitored the reuse activities throughout the whole experiment. The results revealed that our proposed process got an average gain of 35.2% in terms of developed function points by reusing 30.63% of reusable artifacts available in the reuse repository.We proposed a hybrid DevOps process with a systematic reuse‐based software development and management process to reduce the effort and cost required for the rework and to increase productivity. DevOps encourage tool support during the software delivery process for quick delivery. Therefore, we have developed a reuse repository to support rapid delivery by reusing artifacts during the development process. A pilot project—a health‐monitoring and management application—was developed to evaluate our proposed hybrid DevOps process. image","software development process, software reuse, reuse repository, DevOps","","",""
"Conference Paper","Castellanos C,Varela CA,Correal D","Measuring Performance Quality Scenarios in Big Data Analytics Applications: A DevOps and Domain-Specific Model Approach","","2019","","","165–172","","Association for Computing Machinery","New York, NY, USA","Proceedings of the 13th European Conference on Software Architecture - Volume 2","Paris, France","2019","9781450371421","","https://doi-org.proxy.bnl.lu/10.1145/3344948.3344986;http://dx.doi.org/10.1145/3344948.3344986","10.1145/3344948.3344986","Big data analytics (BDA) applications use advanced analysis algorithms to extract valuable insights from large, fast, and heterogeneous data sources. These complex BDA applications require software design, development, and deployment strategies to deal with volume, velocity, and variety (3vs) while sustaining expected performance levels. BDA software complexity frequently leads to delayed deployments, longer development cycles and challenging performance monitoring. This paper proposes a DevOps and Domain Specific Model (DSM) approach to design, deploy, and monitor performance Quality Scenarios (QS) in BDA applications. This approach uses high-level abstractions to describe deployment strategies and QS enabling performance monitoring. Our experimentation compares the effort of development, deployment and QS monitoring of BDA applications with two use cases of near mid-air collisions (NMAC) detection. The use cases include different performance QS, processing models, and deployment strategies. Our results show shorter (re)deployment cycles and the fulfillment of latency and deadline QS for micro-batch and batch processing.","performance quality scenarios, domain specific model, software architecture, big data analytics, DevOps","","","ECSA '19"
"Book","Meyler K,Buchanan S,Scholman M,Svendsen JG,Rangama J","Microsoft Hybrid Cloud Unleashed with Azure Stack and Azure","","2017","","","","1st","Sams publishing","","","","2017","9780672338502","","","","Microsoft Hybrid Cloud Unleashed brings together comprehensive and practical insights into hybrid cloud technologies, complete CloudOps and DevOps implementation strategies, and detailed guidance for deploying Microsoft Azure Stack in your environment. Written by five Microsoft Cloud and Datacenter Management MVPs, this book is built on real-world scenarios and the authors extraordinary hands-on experiences as early adopters. Step by step, the authors help you integrate your optimal mix of private and public cloud, with a unified management experience that lets you move workloads at will, achieving unprecedented flexibility. The authors also guide you through all aspects of building your own secure, high-performance hybrid cloud infrastructure. Youll discover how Azure Stack enables you to run data centers with the same scalability, redundancy, and reliability as Microsofts Azure data centers; how to integrate Azure infrastructure and platform services with internal operations; and how to manage crucial external dependencies. The book concludes with a deep dive into automating and customizing Azure Stack for maximum reliability, productivity, and cost savings. Detailed information on how to Run a private/hybrid cloud on your hardware in your data center, using APIs and code identical to public Azure Apply ITIL and DevOps lifecycles to your hybrid cloud implementation Gain a deep understanding of Azure Stack architecture, components, and internals Install and configure Azure Stack and master the Azure Stack Portal Integrate and utilize infrastructure, core, and custom resource providers Effectively provision, secure, and manage tenants Manage, monitor, troubleshoot, and back up Azure Stack with CloudOps Automate resource provisioning with PowerShell, the Azure CLI, templates, and Azure Stacks API Write your own Azure Resource Manager templates Centrally automate cloud management and complex tasks connected to external systems Develop customized, production-ready Azure Stack marketplace items","","","",""
"Book","Chakraborty B,Karthikeyan SA","Understanding Azure Monitoring: Includes IaaS and PaaS Scenarios","","2019","","","","1st","Apress","USA","","","2019","9781484251294","","","","Explore the architectural constructs of Azure monitoring capabilities and learn various design and implementation aspects for complex use cases. This book covers the different scenarios in a modern-day multi-cloud enterprise and the tools available in Azure for monitoring and securing these environments. Understanding Azure Monitoring starts by discussing the rapid changes happening in the cloud and the challenges faced by cloud architects. You will then look at the basics of Azure monitoring and the available tools, including service level agreements (SLAs), auditing, and security. Next, you will learn how to select the best tools for monitoring, operational strategy, and integration with on-premises SIEM systems. You'll work through some scenario-based examples to monitor the workload and respond to failures. Here, you will monitor a simple web application on Azure, a multi-region web application, and applications that include PaaS and IaaS services. Towards the end of the book, you will explore monitoring in DevOps and see why it is important to be aware of continuous changes. What You Will Learn, Work with Azure IaaS and PaaS resources and monitoring and diagnostics capabilities, Discover how the operational landscape changes on Azure, Look at cloud-only and on-premises hybrid integration, Study architectural constructs for design and implementation, Who This Book Is For Infrastructure and solution architects who want to integrate Azure-based monitoring solutions in a cloud native or hybrid-cloud architecture.","","","",""
"Book","Ryan M","AWS System Administration: Best Practices for Sysadmins in the Amazon Cloud","","2015","","","","1st","O'Reilly Media, Inc.","","","","2015","9781449342579","","","","Building and deploying infrastructure with Amazon Web Services is simply not the same as dealing with static servers. With tools that let you automatically replace instances and scale up and down in response to demand, its actually more like programming than traditional system administrationand ideal for a DevOps environment. This comprehensive guide shows developers and system administrators alike how to configure and manage AWS services, such as Cloud Formation, OpsWorks, Elastic Load Balancing, and Route 53. System administrators will learn how to integrate their favorite tools and processes, while developers will pick up enough system administration knowledge to build a robust and resilient AWS application infrastructure. Launch instances with EC2 or Cloud Formation Apply AWS security tools at the beginning of your project Learn configuration management with OpsWorks and Puppet Deploy applications with Auto Scaling and Elastic Load Balancing Explore methods to deploy application and infrastructure updates Reuse resources to save time on development and operations Learn strategies for managing log files in AWSConfigure a cloud-aware DNS service with Route 53Use Cloud Watch or traditional tools to monitor your application","","","",""
"Book","Washam M,Rainey R","Exam Ref 70-533 Implementing Microsoft Azure Infrastructure Solutions","","2015","","","","1st","Microsoft Press","USA","","","2015","9780735697065","","","","Prepare for Microsoft Exam 70-533--and help demonstrate your real-world mastery of Microsoft Azure infrastructure solution implementation. Designed for experienced IT pros ready to advance their status, Exam Ref focuses on the critical-thinking and decision-making acumen needed for success at the Microsoft Specialist level. Focus on the expertise measured by these objectives: Deploy, configure, monitor, and scale websites Implement virtual machine workloads, images, disks, networking, and storage Configure, deploy, manage, and monitor cloud services Implement blobs, Azure files, SQL databases, and recovery services Manage access and configure diagnostics, monitoring, and analytics Implement an Azure Active Directory and integrate apps Configure and modify virtual networks, including multisite and hybrid networks This Microsoft Exam Ref: Organizes its coverage by exam objectives Features strategic, what-if scenarios to challenge you Will be valuable for IT pros, including enterprise architects; DevOps, network, server, virtualization, and identity engineers; and storage or security administrators Assumes you have experience implementing Microsoft Azure infrastructure solutions Implementing Microsoft Azure Infrastructure SolutionsAbout the Exam Exam 70-533 focuses on the skills and knowledge needed to implement web- sites, virtual machines, cloud services, storage, Azure Active Directory, and virtual networks with Microsoft Azure. About Microsoft Certification Passing this exam earns you a Microsoft Specialist certification in Microsoft Azure, demonstrating your expertise with the Microsoft Azure enterprise-grade cloud platform. You can earn this certification by passing Exam 70-532, Developing Microsoft Azure Solutions; or Exam 70-533, Imple- menting Microsoft Azure Infrastructure Solutions; or Exam 70-534, Architecting Microsoft Azure Solutions. See full details at: microsoft.com/learning","","","",""
"Conference Paper","Rajagopalan S,Jamjoom H","App-Bisect: Autonomous Healing for Microservice-Based Apps","","2015","","","16","","USENIX Association","USA","Proceedings of the 7th USENIX Conference on Hot Topics in Cloud Computing","Santa Clara, CA","2015","","","","","The microservice and DevOps approach to software design has resulted in new software features being delivered immediately to users, instead of waiting for long refresh cycles. On the downside, software bugs and performance regressions have now become an important cause of downtime. We propose app-bisect, an autonomous tool to troubleshoot and repair such software issues in production environments. Our insight is that the evolution of microservices in an application can be captured as mutations to the graph of microservice dependencies, such that a particular version of the graph from the past can be deployed automatically, as an interim measure until the problem is permanently fixed. Using canary testing and version-aware routing techniques, we describe how the search process can be sped up to identify such a candidate version. We present the overall design and key challenges towards implementing such a system.","","","","HotCloud'15"
"Conference Paper","Abdelkebir S,Maleh Y,Belaissaoui M","An Agile Framework for ITS Management In Organizations: A Case Study Based on DevOps","","2017","","","","","Association for Computing Machinery","New York, NY, USA","Proceedings of the 2nd International Conference on Computing and Wireless Communication Systems","Larache, Morocco","2017","9781450353069","","https://doi-org.proxy.bnl.lu/10.1145/3167486.3167556;http://dx.doi.org/10.1145/3167486.3167556","10.1145/3167486.3167556","Agility means the capability to swiftly and efficiently respond to internal and environmental organization changes. For IT, it is the ability to provide new services and IT solutions to support the innovative business processes. In the ever-changing business world of today, improving agility is the best way to face future challenges. IT service management is the capacity to collect data, analyze, report and implement agile improvements. Successful IT must be efficient and agile to promote the traditional company transformation to a digital enterprise. The propose of this work is a holistic and practical strategic framework to improve ITSM service management processes with the additions of two drivers Agility management based on DevOps, and an agility Process Maturity Framework (APMF). This research will enable decision-makers to improve and measure agility enhancements and hence compare the agility of Information Systems before and after APMF deploying.","Organization, Agility, DevOps, IT Service Management","","","ICCWCS'17"
"Conference Paper","Niedermaier S,Koetter F,Freymann A,Wagner S","On Observability and Monitoring of Distributed Systems – An Industry Interview Study","","","","","36–52","","Springer-Verlag","Berlin, Heidelberg","Service-Oriented Computing","Toulouse France","","9783030337018","","https://doi-org.proxy.bnl.lu/10.1007/978-3-030-33702-5_3;http://dx.doi.org/10.1007/978-3-030-33702-5_3","10.1007/978-3-030-33702-5_3","Business success of companies heavily depends on the availability and performance of their client applications. Due to modern development paradigms such as DevOps and microservice architectural styles, applications are decoupled into services with complex interactions and dependencies. Although these paradigms enable individual development cycles with reduced delivery times, they cause several challenges to manage the services in distributed systems. One major challenge is to observe and monitor such distributed systems. This paper provides a qualitative study to understand the challenges and good practices in the field of observability and monitoring of distributed systems. In 28 semi-structured interviews with software professionals we discovered increasing complexity and dynamics in that field. Especially observability becomes an essential prerequisite to ensure stable services and further development of client applications. However, the participants mentioned a discrepancy in the awareness regarding the importance of the topic, both from the management as well as from the developer perspective. Besides technical challenges, we identified a strong need for an organizational concept including strategy, roles and responsibilities. Our results support practitioners in developing and implementing systematic observability and monitoring for distributed systems.","Industry, Observability, Monitoring, Distributed systems, Cloud","","",""
"Book","McKendrick R,Raj P,Chelladhurai JS,Singh V","Docker Bootcamp","","2017","","","","","Packt Publishing","","","","2017","9781787286986","","","","Fast, intensive, and effective Docker learning About This BookGet well-versed with Docker in 7 days Identify and resolve common problems faced by users while working with Docker A fast-paced guide that will focus on all the core Docker functionalities Who This Book Is ForThis book targets developers, IT professionals and DevOps engineers who like to gain intensive, hands-on knowledge and skills with Docker without spending hours and hours in learning. If you have been struggling to find the time to gain proficiency and confidence with Docker containers and everyday Docker tasks, you have come to the right place! What You Will Learn Use Docker Compose to make multi-container applications easier to launchLaunch Docker hosts in various public clouds Deploy and configure a Docker Swarm cluster. Work with third-party plugins to extend core Docker functionality Monitor containers and hosts and explore commands to troubleshoot DockerIn Detail Docker allows you to create a robust and resilient environment to generate portable, composable, scalable, and stable application containers. The book starts by installing the core Docker Engine on MacOS, Windows 10 and Linux desktops. We will then define multi-container applications and understand the advantages of using containers locally. Once this is done, we will deploy containers on a single Docker host which is publicly accessible. Furthermore, we will learn how to deploy and configure a Docker Swarm cluster and explore networking and storage third-party plugins to extend the core Docker functionality. Towards the end, the book will demonstrate how to monitor and troubleshoot day-to-day problems in addition to various real world examples of container deployments. Style and approach This book is all about fast and intensive learning. Thaxt means we don't waste time in helping readers get started. The content is about filling in with highly-effective examples to build new things, show solving problems in newer and unseen ways, and solve real-world examples.","","","",""
"Book","Senthilvel G,Khan OM,Qureshi HA","Enterprise Application Architecture with .NET Core","","2017","","","","","Packt Publishing","","","","2017","9781786468888","","","","Architect and design highly scalable, robust, clean and highly performant applications in .NET CoreAbout This BookIncorporate architectural soft-skills such as DevOps and Agile methodologies to enhance program-level objectives Gain knowledge of architectural approaches on the likes of SOA architecture and microservices to provide traceability and rationale for architectural decisions Explore a variety of practical use cases and code examples to implement the tools and techniques described in the book Who This Book Is ForThis book is for experienced .NET developers who are aspiring to become architects of enterprise-grade applications, as well as software architects who would like to leverage .NET to create effective blueprints of applications. What You Will LearnGrasp the important aspects and best practices of application lifecycle management Leverage the popular ALM tools, application insights, and their usage to monitor performance, testability, and optimization tools in an enterprise Explore various authentication models such as social media-based authentication, 2FA and OpenID Connect, learn authorization techniques Explore Azure with various solution approaches for Microservices and Serverless architecture along with Docker containers Gain knowledge about the recent market trends and practices and how they can be achieved with .NET Core and Microsoft tools and technologies In Detail If you want to design and develop enterprise applications using .NET Core as the development framework and learn about industry-wide best practices and guidelines, then this book is for you. The book starts with a brief introduction to enterprise architecture, which will help you to understand what enterprise architecture is and what the key components are. It will then teach you about the types of patterns and the principles of software development, and explain the various aspects of distributed computing to keep your applications effective and scalable. These chapters act as a catalyst to start the practical implementation, and design and develop applications using different architectural approaches, such as layered architecture, service oriented architecture, microservices and cloud-specific solutions. Gradually, you will learn about the different approaches and models of the Security framework and explore various authentication models and authorization techniques, such as social media-based authentication and safe storage using app secrets. By the end of the book, you will get to know the concepts and usage of the emerging fields, such as DevOps, BigData, architectural practices, and Artificial Intelligence. Style and approach Filled with examples and use cases, this guide takes a no-nonsense approach to show you the best tools and techniques required to become a successful software architect.","","","",""
"Book","Odika C","Microsoft Operations Management Suite Cookbook: Enhance Your Management Experience and Capabilities across Your Cloud and on-Premises Environments with Microsoft OMS","","2018","","","","","Packt Publishing","","","","2018","9781786469090","","","","Manage on-premises and cloud IT assets from one console Key Features Empower yourself with practical recipes to collect and analyze operational insights on Windows and Linux servers in your on premises datacenters and in any public cloud environments such as Azure and AWS. Build capabilities through practical tasks and techniques to collect and analyze machine dataAddress business challenges and discover means to accommodate workloads and instances in a low cost mannerBook Description Microsoft Operations Management Suite Cookbook begins with an overview of how to hit the ground running with OMS insights and analytics. Next, you will learn to search and analyze data to retrieve actionable insights, review alert generation from the analyzed data, and use basic and advanced Log search queries in Azure Log Analytics. Following this, you will explore some other management solutions that provide functionality related to workload assessment, application dependency mapping, automation and configuration management, and security and compliance. You will also become well versed with the data protection and recovery functionalities of OMS Protection and Recovery, and learn how to use Azure Automation components and features in OMS. Finally you will learn how to evaluate key considerations for using the Security and Audit solution, and working with Security and Compliance in OMS. By the end of the book, you will be able to configure and utilize solution offerings in OMS, understand OMS workflows, how to unlock insights, integrate capabilities into new or existing workflows, manage configurations, and automate tasks and processes. What you will learn Understand the important architectural considerations and strategies for OMS Use advanced search query commands and strategies to derive insights from indexed data Make use of alerting in OMS such as alert actions, and available options for the entire lifecycle of the alertDiscover some practical tips for monitoring Azure container service containers and clusters using OMS Review and use the backup options available through the Azure backup service, as well as data recovery options available through Azure Site Recovery (ASR) Understand how to advance important DevOps concepts within your IT organization Learn how to manage configurations and automate process Who This Book Is ForThis book is written for the IT professional and general reader who is interested in technology themes such as DevOps, Big Data Analytics, and digital transformation concepts. Azure and other cloud platform administrators, cloud professionals, and technology analysts who would like to solve everyday problems quickly and efficiently with hybrid management tools available in the Microsoft product ecosystem will derive much value from this book. Prior experience with OMS 2012 would be helpful.","","","",""
"Book","Young M","Implementing Cloud Design Patterns for AWS","","2015","","","","","Packt Publishing","","","","2015","9781782177340","","","","Create highly efficient design patterns for scalability, redundancy, and high availability in the AWS Cloud About This BookCreate highly robust systems using cloud infrastructureMake web applications resilient against scheduled and accidental down-timeExplore and apply Amazon-provided services in unique ways to solve common problemsWho This Book Is ForThis book is aimed at architects, solution providers, and those of the DevOps community who are looking to implement repeatable patterns for deploying and maintaining services in the Amazon cloud infrastructure. Prior experience using AWS is required as the book focuses more on the patterns and not on the basics of using AWS.What You Will Learn Create and maintain server backups Implement scaling policies on schedules, influxes in traffic, and deep health checks Provision servers and data that persist through termination Make complete use of high availability storage and redundancy storage Design content delivery networks to improve user experience Optimize databases through caching and sharding Monitor and queue data for processing In DetailWhether you are just getting your feet wet in cloud infrastructure or already creating complex systems, this book aims at describing patterns that can be used to fit your system needs.The initial patterns will cover some basic processes such as maintaining and storing backups as well as handling redundancy. The book will then take you through patterns of high availability. Following this, the book will discuss patterns for processing static and dynamic data and patterns for uploading data. The book will then dive into patterns for databases and data processing. In the final leg of your journey, you will get to grips with advanced patterns on Operations and Networking and also get acquainted with Throw-away Environments.","","","",""
"Book","Labouardy M","Hands-On Serverless Applications with Go: Build Real-World, Production-Ready Applications with AWS Lambda","","2018","","","","","Packt Publishing","","","","2018","9781789134612","","","","Learn to build, secure, deploy, and manage your serverless application in Golang with AWS Lambda Key Features Implement AWS lambda to build scalable and cost-efficient applications in Go Design and set the data flow between cloud services and custom business logicLearn to design Lambda functions using real-world examples and implementation scenarios Book Description Serverless architecture is popular in the tech community due to AWS Lambda. Go is simple to learn, straightforward to work with, and easy to read for other developers; and now it's been heralded as a supported language for AWS Lambda. This book is your optimal guide to designing a Go serverless application and deploying it to Lambda. This book starts with a quick introduction to the world of serverless architecture and its benefits, and then delves into AWS Lambda using practical examples. You'll then learn how to design and build a production-ready application in Go using AWS serverless services with zero upfront infrastructure investment. The book will help you learn how to scale up serverless applications and handle distributed serverless systems in production. You will also learn how to log and test your application. Along the way, you'll also discover how to set up a CI/CD pipeline to automate the deployment process of your Lambda functions. Moreover, you'll learn how to troubleshoot and monitor your apps in near real-time with services such as AWS Cloud Watch and X-ray. This book will also teach you how to secure the access with AWS Cognito. By the end of this book, you will have mastered designing, building, and deploying a Go serverless application. What you will learn Understand how AWS Lambda works and use it to create an application Understand how to scaleup serverless applications Design a cost-effective serverless application in AWS Build a highly scalable and fault-tolerant CI/CD pipeline Understand how to troubleshoot and monitor serverless apps in AWS Discover the working of APIs and single page applications Build a production-ready serverless application in Go Who this book is for This book is for Go developers who would like to learn about serverless architecture. Go programming knowledge is assumed. DevOps and Solution Architects who are interested in building serverless applications in Go can also choose this book.","","","",""
"Book","Klaffenbach F,Klein M,Hoppe S,Michalski O,Damaschke JH","Implementing Azure Solutions: Deploy and Manage Azure Containers and Build Azure Solutions with Ease, 2nd Edition","","2018","","","","","Packt Publishing","","","","2018","9781789343045","","","","Get up and running with Azure services and learn how to implement them in your organization Key Features Deploy Azure Services in a controlled and preconfigured environment Discover best practices and techniques for implementing Azure Solutions Build and deploy an app using Azure App Services Book Description Microsoft Azure offers numerous solutions that can shape the future of any business. However, the major challenge that architects and administrators face lies in implementing these solutions. Implementing Azure Solutions helps you overcome this challenge by enabling you to implement Azure Solutions effectively. The book begins by guiding you in choosing the backend structure for your solutions. You will then work with the Azure toolkit and learn how to use Azure Managed Apps to share your solutions with the Azure service catalog. The book then focuses on various implementation techniques and best practices such as implementing Azure Cloud Services by configuring, deploying, and managing cloud services. As you progress through the chapters, you'll learn how to work with Azure-managed Kubernetes and Azure Container Services. By the end of the book, you will be able to build robust cloud solutions on Azure. What you will learn Create and manage a Kubernetes cluster in Azure Kubernetes Service (AKS) Implement site-to-site VPN and Express Route connections in your environment Explore the best practices in building and deploying app services Use Telemetry to monitor your Azure Solutions Design an Azure IoT solution and learn how to operate in different scenarios Implement a Hybrid Azure Design using Azure Stack Who this book is for If you're an IT architect, IT professional, or DevOps engineer who plans to implement Azure Solutions for your organization, this book is for you.","","","",""
