"Item type","Authors","Title","Journal","Publication year","Volume","Issue","Pages","Edition","Publisher","Address","Proceedings title","Conference location","Date published","ISBN","ISSN","URLs","DOI","Abstract","Keywords","Sub-type","Series"
"Conference Paper","Kontogiannis K,Amyot D,Mylopoulos J","Software Techniques for Engineering Cyber-Physical Systems","","2021","","","289–290","","IBM Corp.","USA","Proceedings of the 31st Annual International Conference on Computer Science and Software Engineering","Toronto, Canada","2021","","","","","Cyber-Physical Systems (CPSs) refer to systems comprising software components, physical components, and social entities which monitor, control, and coordinate processes within a physical environment. CPSs apply to a wide range of mission-critical applications that span from the intelligent management of logistics in complex supply chains, advanced manufacturing systems, and smart contracts, all the way to autonomous systems, and systems that support the smart interactions between humans and machines (M2H), or between machines (M2M). In this respect, the engineering of CPSs goes beyond existing Software Engineering concepts, tools, and techniques because of the very nature of CPSs that spans three realms (cyber, physical, social) and therefore needs to address requirements that span these realms. During the workshop, the participants discussed and debated techniques and directions in six main thematic areas on engineering Cyber-Physical Systems. These thematic areas deal with specification and modeling, DevOps processes for CPSs, data management and analytics, infrastructure and event handling, run-time adaptivity, and finally security, trust, and traceability.","process metrics, continuous software engineering, software repositories, fault-proneness prediction","","CASCON '21"
"Journal Article","Ali N,Daneth H,Hong J","A Hybrid DevOps Process Supporting Software Reuse: A Pilot Project","J. Softw. Evol. Process","2020","32","7","","","John Wiley & Sons, Inc.","USA","","","2020-07","","2047-7473","https://doi-org.proxy.bnl.lu/10.1002/smr.2248;http://dx.doi.org/10.1002/smr.2248","10.1002/smr.2248","Large software development organizations manage reusable software components through a reusable software repository in order to reduce development time and cost and to improve software quality and productivity. This paper presents a hybrid DevOps process with a systematic reuse‐based software development and management process to reduce the effort and cost required for the rework and to increase productivity. The proposed approach promotes the systematic reuse of software components based on both information retrieval and ontology‐based retrieval techniques. The reusable assets are presented in different styles to ease and support the reuse process with fine‐grained reusable artifacts. To evaluate our proposed process, a pilot project, aiming to monitor the health of a patient, was developed and monitored the reuse activities throughout the whole experiment. The results revealed that our proposed process got an average gain of 35.2% in terms of developed function points by reusing 30.63% of reusable artifacts available in the reuse repository.We proposed a hybrid DevOps process with a systematic reuse‐based software development and management process to reduce the effort and cost required for the rework and to increase productivity. DevOps encourage tool support during the software delivery process for quick delivery. Therefore, we have developed a reuse repository to support rapid delivery by reusing artifacts during the development process. A pilot project—a health‐monitoring and management application—was developed to evaluate our proposed hybrid DevOps process. image","reuse repository, software development process, DevOps, software reuse","",""
"Book","Meyler K,Buchanan S,Scholman M,Svendsen JG,Rangama J","Microsoft Hybrid Cloud Unleashed with Azure Stack and Azure","","2017","","","","1st","Sams publishing","","","","2017","9780672338502","","","","Microsoft Hybrid Cloud Unleashed brings together comprehensive and practical insights into hybrid cloud technologies, complete CloudOps and DevOps implementation strategies, and detailed guidance for deploying Microsoft Azure Stack in your environment. Written by five Microsoft Cloud and Datacenter Management MVPs, this book is built on real-world scenarios and the authors extraordinary hands-on experiences as early adopters. Step by step, the authors help you integrate your optimal mix of private and public cloud, with a unified management experience that lets you move workloads at will, achieving unprecedented flexibility. The authors also guide you through all aspects of building your own secure, high-performance hybrid cloud infrastructure. Youll discover how Azure Stack enables you to run data centers with the same scalability, redundancy, and reliability as Microsofts Azure data centers; how to integrate Azure infrastructure and platform services with internal operations; and how to manage crucial external dependencies. The book concludes with a deep dive into automating and customizing Azure Stack for maximum reliability, productivity, and cost savings. Detailed information on how to Run a private/hybrid cloud on your hardware in your data center, using APIs and code identical to public Azure Apply ITIL and DevOps lifecycles to your hybrid cloud implementation Gain a deep understanding of Azure Stack architecture, components, and internals Install and configure Azure Stack and master the Azure Stack Portal Integrate and utilize infrastructure, core, and custom resource providers Effectively provision, secure, and manage tenants Manage, monitor, troubleshoot, and back up Azure Stack with CloudOps Automate resource provisioning with PowerShell, the Azure CLI, templates, and Azure Stacks API Write your own Azure Resource Manager templates Centrally automate cloud management and complex tasks connected to external systems Develop customized, production-ready Azure Stack marketplace items","","",""
"Book","Chakraborty B,Karthikeyan SA","Understanding Azure Monitoring: Includes IaaS and PaaS Scenarios","","2019","","","","1st","Apress","USA","","","2019","9781484251294","","","","Explore the architectural constructs of Azure monitoring capabilities and learn various design and implementation aspects for complex use cases. This book covers the different scenarios in a modern-day multi-cloud enterprise and the tools available in Azure for monitoring and securing these environments. Understanding Azure Monitoring starts by discussing the rapid changes happening in the cloud and the challenges faced by cloud architects. You will then look at the basics of Azure monitoring and the available tools, including service level agreements (SLAs), auditing, and security. Next, you will learn how to select the best tools for monitoring, operational strategy, and integration with on-premises SIEM systems. You'll work through some scenario-based examples to monitor the workload and respond to failures. Here, you will monitor a simple web application on Azure, a multi-region web application, and applications that include PaaS and IaaS services. Towards the end of the book, you will explore monitoring in DevOps and see why it is important to be aware of continuous changes. What You Will Learn, Work with Azure IaaS and PaaS resources and monitoring and diagnostics capabilities, Discover how the operational landscape changes on Azure, Look at cloud-only and on-premises hybrid integration, Study architectural constructs for design and implementation, Who This Book Is For Infrastructure and solution architects who want to integrate Azure-based monitoring solutions in a cloud native or hybrid-cloud architecture.","","",""
"Conference Paper","Abdelkebir S,Maleh Y,Belaissaoui M","An Agile Framework for ITS Management In Organizations: A Case Study Based on DevOps","","2017","","","","","Association for Computing Machinery","New York, NY, USA","Proceedings of the 2nd International Conference on Computing and Wireless Communication Systems","Larache, Morocco","2017","9781450353069","","https://doi-org.proxy.bnl.lu/10.1145/3167486.3167556;http://dx.doi.org/10.1145/3167486.3167556","10.1145/3167486.3167556","Agility means the capability to swiftly and efficiently respond to internal and environmental organization changes. For IT, it is the ability to provide new services and IT solutions to support the innovative business processes. In the ever-changing business world of today, improving agility is the best way to face future challenges. IT service management is the capacity to collect data, analyze, report and implement agile improvements. Successful IT must be efficient and agile to promote the traditional company transformation to a digital enterprise. The propose of this work is a holistic and practical strategic framework to improve ITSM service management processes with the additions of two drivers Agility management based on DevOps, and an agility Process Maturity Framework (APMF). This research will enable decision-makers to improve and measure agility enhancements and hence compare the agility of Information Systems before and after APMF deploying.","DevOps, Agility, IT Service Management, Organization","","ICCWCS'17"
"Book","McKendrick R,Raj P,Chelladhurai JS,Singh V","Docker Bootcamp","","2017","","","","","Packt Publishing","","","","2017","9781787286986","","","","Fast, intensive, and effective Docker learning About This BookGet well-versed with Docker in 7 days Identify and resolve common problems faced by users while working with Docker A fast-paced guide that will focus on all the core Docker functionalities Who This Book Is ForThis book targets developers, IT professionals and DevOps engineers who like to gain intensive, hands-on knowledge and skills with Docker without spending hours and hours in learning. If you have been struggling to find the time to gain proficiency and confidence with Docker containers and everyday Docker tasks, you have come to the right place! What You Will Learn Use Docker Compose to make multi-container applications easier to launchLaunch Docker hosts in various public clouds Deploy and configure a Docker Swarm cluster. Work with third-party plugins to extend core Docker functionality Monitor containers and hosts and explore commands to troubleshoot DockerIn Detail Docker allows you to create a robust and resilient environment to generate portable, composable, scalable, and stable application containers. The book starts by installing the core Docker Engine on MacOS, Windows 10 and Linux desktops. We will then define multi-container applications and understand the advantages of using containers locally. Once this is done, we will deploy containers on a single Docker host which is publicly accessible. Furthermore, we will learn how to deploy and configure a Docker Swarm cluster and explore networking and storage third-party plugins to extend the core Docker functionality. Towards the end, the book will demonstrate how to monitor and troubleshoot day-to-day problems in addition to various real world examples of container deployments. Style and approach This book is all about fast and intensive learning. Thaxt means we don't waste time in helping readers get started. The content is about filling in with highly-effective examples to build new things, show solving problems in newer and unseen ways, and solve real-world examples.","","",""
"Book","Senthilvel G,Khan OM,Qureshi HA","Enterprise Application Architecture with .NET Core","","2017","","","","","Packt Publishing","","","","2017","9781786468888","","","","Architect and design highly scalable, robust, clean and highly performant applications in .NET CoreAbout This BookIncorporate architectural soft-skills such as DevOps and Agile methodologies to enhance program-level objectives Gain knowledge of architectural approaches on the likes of SOA architecture and microservices to provide traceability and rationale for architectural decisions Explore a variety of practical use cases and code examples to implement the tools and techniques described in the book Who This Book Is ForThis book is for experienced .NET developers who are aspiring to become architects of enterprise-grade applications, as well as software architects who would like to leverage .NET to create effective blueprints of applications. What You Will LearnGrasp the important aspects and best practices of application lifecycle management Leverage the popular ALM tools, application insights, and their usage to monitor performance, testability, and optimization tools in an enterprise Explore various authentication models such as social media-based authentication, 2FA and OpenID Connect, learn authorization techniques Explore Azure with various solution approaches for Microservices and Serverless architecture along with Docker containers Gain knowledge about the recent market trends and practices and how they can be achieved with .NET Core and Microsoft tools and technologies In Detail If you want to design and develop enterprise applications using .NET Core as the development framework and learn about industry-wide best practices and guidelines, then this book is for you. The book starts with a brief introduction to enterprise architecture, which will help you to understand what enterprise architecture is and what the key components are. It will then teach you about the types of patterns and the principles of software development, and explain the various aspects of distributed computing to keep your applications effective and scalable. These chapters act as a catalyst to start the practical implementation, and design and develop applications using different architectural approaches, such as layered architecture, service oriented architecture, microservices and cloud-specific solutions. Gradually, you will learn about the different approaches and models of the Security framework and explore various authentication models and authorization techniques, such as social media-based authentication and safe storage using app secrets. By the end of the book, you will get to know the concepts and usage of the emerging fields, such as DevOps, BigData, architectural practices, and Artificial Intelligence. Style and approach Filled with examples and use cases, this guide takes a no-nonsense approach to show you the best tools and techniques required to become a successful software architect.","","",""
"Book","Odika C","Microsoft Operations Management Suite Cookbook: Enhance Your Management Experience and Capabilities across Your Cloud and on-Premises Environments with Microsoft OMS","","2018","","","","","Packt Publishing","","","","2018","9781786469090","","","","Manage on-premises and cloud IT assets from one console Key Features Empower yourself with practical recipes to collect and analyze operational insights on Windows and Linux servers in your on premises datacenters and in any public cloud environments such as Azure and AWS. Build capabilities through practical tasks and techniques to collect and analyze machine dataAddress business challenges and discover means to accommodate workloads and instances in a low cost mannerBook Description Microsoft Operations Management Suite Cookbook begins with an overview of how to hit the ground running with OMS insights and analytics. Next, you will learn to search and analyze data to retrieve actionable insights, review alert generation from the analyzed data, and use basic and advanced Log search queries in Azure Log Analytics. Following this, you will explore some other management solutions that provide functionality related to workload assessment, application dependency mapping, automation and configuration management, and security and compliance. You will also become well versed with the data protection and recovery functionalities of OMS Protection and Recovery, and learn how to use Azure Automation components and features in OMS. Finally you will learn how to evaluate key considerations for using the Security and Audit solution, and working with Security and Compliance in OMS. By the end of the book, you will be able to configure and utilize solution offerings in OMS, understand OMS workflows, how to unlock insights, integrate capabilities into new or existing workflows, manage configurations, and automate tasks and processes. What you will learn Understand the important architectural considerations and strategies for OMS Use advanced search query commands and strategies to derive insights from indexed data Make use of alerting in OMS such as alert actions, and available options for the entire lifecycle of the alertDiscover some practical tips for monitoring Azure container service containers and clusters using OMS Review and use the backup options available through the Azure backup service, as well as data recovery options available through Azure Site Recovery (ASR) Understand how to advance important DevOps concepts within your IT organization Learn how to manage configurations and automate process Who This Book Is ForThis book is written for the IT professional and general reader who is interested in technology themes such as DevOps, Big Data Analytics, and digital transformation concepts. Azure and other cloud platform administrators, cloud professionals, and technology analysts who would like to solve everyday problems quickly and efficiently with hybrid management tools available in the Microsoft product ecosystem will derive much value from this book. Prior experience with OMS 2012 would be helpful.","","",""
"Book","Labouardy M","Hands-On Serverless Applications with Go: Build Real-World, Production-Ready Applications with AWS Lambda","","2018","","","","","Packt Publishing","","","","2018","9781789134612","","","","Learn to build, secure, deploy, and manage your serverless application in Golang with AWS Lambda Key Features Implement AWS lambda to build scalable and cost-efficient applications in Go Design and set the data flow between cloud services and custom business logicLearn to design Lambda functions using real-world examples and implementation scenarios Book Description Serverless architecture is popular in the tech community due to AWS Lambda. Go is simple to learn, straightforward to work with, and easy to read for other developers; and now it's been heralded as a supported language for AWS Lambda. This book is your optimal guide to designing a Go serverless application and deploying it to Lambda. This book starts with a quick introduction to the world of serverless architecture and its benefits, and then delves into AWS Lambda using practical examples. You'll then learn how to design and build a production-ready application in Go using AWS serverless services with zero upfront infrastructure investment. The book will help you learn how to scale up serverless applications and handle distributed serverless systems in production. You will also learn how to log and test your application. Along the way, you'll also discover how to set up a CI/CD pipeline to automate the deployment process of your Lambda functions. Moreover, you'll learn how to troubleshoot and monitor your apps in near real-time with services such as AWS Cloud Watch and X-ray. This book will also teach you how to secure the access with AWS Cognito. By the end of this book, you will have mastered designing, building, and deploying a Go serverless application. What you will learn Understand how AWS Lambda works and use it to create an application Understand how to scaleup serverless applications Design a cost-effective serverless application in AWS Build a highly scalable and fault-tolerant CI/CD pipeline Understand how to troubleshoot and monitor serverless apps in AWS Discover the working of APIs and single page applications Build a production-ready serverless application in Go Who this book is for This book is for Go developers who would like to learn about serverless architecture. Go programming knowledge is assumed. DevOps and Solution Architects who are interested in building serverless applications in Go can also choose this book.","","",""
"Book","Klaffenbach F,Klein M,Hoppe S,Michalski O,Damaschke JH","Implementing Azure Solutions: Deploy and Manage Azure Containers and Build Azure Solutions with Ease, 2nd Edition","","2018","","","","","Packt Publishing","","","","2018","9781789343045","","","","Get up and running with Azure services and learn how to implement them in your organization Key Features Deploy Azure Services in a controlled and preconfigured environment Discover best practices and techniques for implementing Azure Solutions Build and deploy an app using Azure App Services Book Description Microsoft Azure offers numerous solutions that can shape the future of any business. However, the major challenge that architects and administrators face lies in implementing these solutions. Implementing Azure Solutions helps you overcome this challenge by enabling you to implement Azure Solutions effectively. The book begins by guiding you in choosing the backend structure for your solutions. You will then work with the Azure toolkit and learn how to use Azure Managed Apps to share your solutions with the Azure service catalog. The book then focuses on various implementation techniques and best practices such as implementing Azure Cloud Services by configuring, deploying, and managing cloud services. As you progress through the chapters, you'll learn how to work with Azure-managed Kubernetes and Azure Container Services. By the end of the book, you will be able to build robust cloud solutions on Azure. What you will learn Create and manage a Kubernetes cluster in Azure Kubernetes Service (AKS) Implement site-to-site VPN and Express Route connections in your environment Explore the best practices in building and deploying app services Use Telemetry to monitor your Azure Solutions Design an Azure IoT solution and learn how to operate in different scenarios Implement a Hybrid Azure Design using Azure Stack Who this book is for If you're an IT architect, IT professional, or DevOps engineer who plans to implement Azure Solutions for your organization, this book is for you.","","",""
"Book","","ICSSP '18: Proceedings of the 2018 International Conference on Software and System Process","","2018","","","","","Association for Computing Machinery","New York, NY, USA","","Gothenburg, Sweden","2018","9781450364591","","","","The ICSSP conference, continuing the success of the Software Process Workshop (SPW), the Workshop on Software Process Simulation Modeling (ProSim) and the International Conference on Software Process (ICSP) conference series, has become an established premier event in the field of software and systems engineering. It provides a leading forum for the exchange of academic research results and industrial best-practices in process development and evolution on software and systems disciplines.Software and system process decision-making is becoming more challenging for development organizations. These organizations are incorporating engineering advances, seeking to meet expectations of their customers, and responding to the economic pressures of markets. The resulting demands on processes include the need for both well-developed plans and incremental deliveries (agile and hybrid processes), utilization of increased automation (model-based engineering and DevOps), higher degrees of customer collaboration, comprehensive analysis of existing products for reuse (open source and COTS), and performance requirements of enterprise-level architectures.In response to these demands, process stakeholders---process engineers responsible for designing and implementing processes, managers or coaches who staff and guide them, researchers who study and improve them, tools developers who support and facilitate them, and developers and sustainers who use and tailor them---are producing more varieties of processes and doing so more often. Just as agility is required more frequently in product development, it is also being demanded in processes while maintaining their essential purposes of coordination and communication. Demands on processes are requiring processes on demand. Providing processes on demand is challenging for process designers. They must be able to select compatible process elements for a specific set of situational factors, to assess the risks in and forecast outcomes of a process design or improvement, to specify methods of implementation, and to monitor an enacted process quantitatively and identify needs for modifications. These capabilities require specialized knowledge and engineering methods from researchers.ICSSP 2018 has the conference theme ""Demands on Processes, Processes on Demand"" and seeks to explore the demands on processes that are requiring more variety and responsiveness in process development.","","Proceedings",""
"Book","Aggarwal M","Learn Apache Mesos: A Beginner's Guide to Scalable Cluster Management and Deployment","","2018","","","","","Packt Publishing","","","","2018","9781789137385","","","","Scale applications with high availability and optimized resource management across data centers Key Features Create clusters and perform scheduling, logging, and resource administration with Mesos Explore practical examples of managing complex clusters at scale with real-world data Write native Mesos frameworks with Python Book Description Apache Mesos is an open source cluster manager that provides efficient resource isolation and sharing across distributed applications or frameworks. This book will help you build a strong foundation of Mesos' capabilities along with practical examples to support the concepts explained throughout the book. Learn Apache Mesos dives straight into how Mesos works. You will be introduced to the distributed system and its challenges and then learn how you can use Mesos and its framework to solve data problems. You will also gain a full understanding of Mesos' internal mechanisms and get equipped to use Mesos and develop applications. Furthermore, this book lets you explore all the steps required to create highly available clusters and build your own Mesos frameworks. You will also cover application deployment and monitoring. By the end of this book, you will have learned how to use Mesos to make full use of machines and how to simplify data center maintenance. What you will learn Deploy and monitor a Mesos cluster Set up servers on AWS to deploy Mesos components Explore Mesos resource scheduling and the allocation module Deploy Docker-based services and applications using Mesos Marathon Configure and use SSL to protect crucial endpoints of your Mesos cluster Debug and troubleshoot services and workloads on a Mesos cluster Who this book is for This book is for DevOps and data engineers and administrators who work with large data clusters. You'll also find this book useful if you have experience working with virtualization, databases, and platforms such as Hadoop and Spark. Some experience in database administration and design will help you get the most out of this book.","","",""
"Book","Sanchez CP,Vilarino PS","PHP Microservices","","2017","","","","","Packt Publishing","","","","2017","9781787125377","","","","Transit from monolithic architectures to highly available, scalable, and fault-tolerant microservices About This BookBuild your own applications based on event-driven microservices and set them up on a production server. Successfully transform any monolithic application into a microservice. Monitor the health of your application, prevent downtime, and reduce costs. Who This Book Is For PHP developers who want to build scalable, highly available, and secure applications will find this book useful. No knowledge of microservices is assumed. What You Will LearnSet up a development environment using the right strategies and tools. Learn about application design and structure to start implementing your application. Transform a monolithic application into microservices. Explore the best way to start implementing your application using testing. Understand how to monitor your microservices, handle errors, and debug the application. Deploy your finished application into a production environment and learn how to solve common problems.Know how to scale your application based on microservices once it is upand-running. In DetailThe world is moving away from bulky, unreliable, and high-maintenance PHP applications, to small, easy-to-maintain and highly available microservices and the pressing need is for PHP developers to understand the criticalities in building effective microservices that scale at large. This book will be a reliable resource, and one that will help you to develop your skills and teach you techniques for building reliable microservices in PHP. The book begins with an introduction to the world of microservices, and quickly shows you how to set up a development environment and build a basic platform using Docker and Vagrant. You will then get into the different design aspects to be considered while building microservices in your favorite framework and you will explore topics such as testing, securing, and deploying microservices. You will also understand how to migrate a monolithic application to the microservice architecture while keeping scalability and best practices in mind. Furthermore you will get into a few important DevOps techniques that will help you progress on to more complex domains such as native cloud development, as well as some interesting design patterns. By the end of this book you will be able to develop applications based on microservices in an organized and efficient way. You will also gain the knowledge to transform any monolithic applications into microservices. Style and approach Filled with code that you can start typing straightaway, this book will take you through building, testing, securing, and deploying microservices in the most practical way possible. The focus of the book is more inclined towards showing you how it's done, rather than with what to do, although you will get a good idea of those tools most widely used to build microservices.","","",""
"Book","Baier J,White J","Getting Started with Kubernetes: Extend Your Containerization Strategy by Orchestrating and Managing Large-Scale Container Deployments, 3rd Edition","","2018","","","","3rd","Packt Publishing","","","","2018","9781788994729","","","","Schedule and run application containers using Kubernetes Key Features Get to grips with a wide range of tools to monitor and secure your deployments Manage your container clusters and networks using Kubernetes Get well-versed with the fundamentals of Kubernetes Book Description Kubernetes has continued to grow and achieve broad adoption across various industries, helping you to orchestrate and automate container deployments on a massive scale. Based on the recent release of Kubernetes 1.12, Getting Started with Kubernetes gives you a complete understanding of how to install a Kubernetes cluster. The book focuses on core Kubernetes constructs, such as pods, services, replica sets, replication controllers, and labels. You will understand cluster-level networking in Kubernetes, and learn to set up external access to applications running in the cluster. As you make your way through the book, you'll understand how to manage deployments and perform updates with minimal downtime. In addition to this, you will explore operational aspects of Kubernetes, such as monitoring and logging, later moving on to advanced concepts such as container security and cluster federation. You'll get to grips with integrating your build pipeline and deployments within a Kubernetes cluster, and be able to understand and interact with open source projects. In the concluding chapters, you'll orchestrate updates behind the scenes, avoid downtime on your cluster, and deal with underlying cloud provider instability within your cluster. By the end of this book, you'll have a complete understanding of the Kubernetes platform and will start deploying applications on it. What you will learn Download, install, and configure the Kubernetes code base Set up and access monitoring and logging for Kubernetes clusters Set up external access to applications running in the cluster Learn how to manage and scale kubernetes with hosted platforms on AWS, Azure, and GCP Run multiple clusters and manage them from a single control plane Discover top tools for deploying and managing a Kubernetes cluster Learn how to get production ready and harden Kubernetes operations, networking, and storage Who this book is for Getting Started with Kubernetes is for developers, system administrators, and DevOps engineers who want to automate the deployment process and scale their applications. No prior knowledge of Kubernetes is required.","","",""
"Book","Jakobczyk MT","Practical Oracle Cloud Infrastructure: Infrastructure as a Service, Autonomous Database, Managed Kubernetes, and Serverless","","2020","","","","1st","Apress","USA","","","2020","9781484255056","","","","Use this fast-paced and comprehensive guide to build cloud-based solutions on Oracle Cloud Infrastructure. You will understand cloud infrastructure, and learn how to launch new applications and move existing applications to Oracle Cloud. Emerging trends in software architecture are covered such as autonomous platforms, infrastructure as code, containerized applications, cloud-based container orchestration with managed Kubernetes, and running serverless workloads using open-source tools. Practical examples are provided. This book teaches you how to self-provision the cloud resources you require to run and scale your custom cloud-based applications using a convenient web console and programmable APIs, and you will learn how to manage your infrastructure as code with Terraform. You will be able to plan, design, implement, deploy, run, and monitor your production-grade and fault-tolerant cloud software solutions in Oracle's data centers across the world, paying only for the resources you actually use. Oracle Cloud Infrastructure is part of Oracle's new generation cloud that delivers a complete and well-integrated set of Infrastructure as a Service (IaaS) capabilities (compute, storage, networking), edge services (DNS, web application firewall), and Platform as a Service (PaaS) capabilities (such as Oracle Autonomous Database which supports both transactional and analytical workloads, the certified and fully managed Oracle Kubernetes Engine, and a serverless platform based on an open-source Fn Project). Oracle Autonomous Database which supports both transactional and analytical workloads), and Oracle's certified and managed Container Engine for Kubernetes. What You Will Learn, Build software solutions on Oracle Cloud; Automate cloud infrastructure with CLI and Terraform; Follow best practices for architecting on Oracle Cloud; Employ Oracle Autonomous Database to obtain valuable data insights; Run containerized applications on Oracle's Container Engine for Kubernetes; Understand the emerging Cloud Native ecosystem; Who This Book Is For, Cloud architects, developers, DevOps engineers, and technology students and others who want to learn how to build cloud-based systems on Oracle Cloud Infrastructure (OCI) leveraging a broad range of OCI Infrastructure as a Service (IAAS) capabilities, Oracle Autonomous Database, and Oracle's Container Engine for Kubernetes. Readers should have a working knowledge of Linux, exposure to programming, and a basic understanding of networking concepts. All exercises in the book can be done at no cost with a 30-day Oracle Cloud trial.","","",""
"Book","Atwal H","Practical DataOps: Delivering Agile Data Science at Scale","","2019","","","","1st","Apress","USA","","","2019","9781484251034","","","","Gain a practical introduction to DataOps, a new discipline for delivering data science at scale inspired by practices at companies such as Facebook, Uber, LinkedIn, Twitter, and eBay. Organizations need more than the latest AI algorithms, hottest tools, and best people to turn data into insight-driven action and useful analytical data products. Processes and thinking employed to manage and use data in the 20th century are a bottleneck for working effectively with the variety of data and advanced analytical use cases that organizations have today. This book provides the approach and methods to ensure continuous rapid use of data to create analytical data products and steer decision making. Practical DataOps shows you how to optimize the data supply chain from diverse raw data sources to the final data product, whether the goal is a machine learning model or other data-orientated output. The book provides an approach to eliminate wasted effort and improve collaboration between data producers, data consumers, and the rest of the organization through the adoption of lean thinking and agile software development principles. This book helps you to improve the speed and accuracy of analytical application development through data management and DevOps practices that securely expand data access, and rapidly increase the number of reproducible data products through automation, testing, and integration. The book also shows how to collect feedback and monitor performance to manage and continuously improve your processes and output. What You Will Learn, Develop a data strategy for your organization to help it reach its long-term goals; Recognize and eliminate barriers to delivering data to users at scale; Work on the right things for the right stakeholders through agile collaboration; Create trust in data via rigorous testing and effective data management; Build a culture of learning and continuous improvement through monitoring deployments and measuring outcomes; Create cross-functional self-organizing teams focused on goals not reporting lines; Build robust, trustworthy, data pipelines in support of AI, machine learning, and other analytical data products; Who This Book Is For Data science and advanced analytics experts, CIOs, CDOs (chief data officers), chief analytics officers, business analysts, business team leaders, and IT professionals (data engineers, developers, architects, and DBAs) supporting data teams who want to dramatically increase the value their organization derives from data. The book is ideal for data professionals who want to overcome challenges of long delivery time, poor data quality, high maintenance costs, and scaling difficulties in getting data science output and machine learning into customer-facing production.","","",""
